20024, 19431,19432
14982, 14609,14670
17212, 16774,16775
21622, 20975,20976
18106, 17620,17809
11614, 11356,11357
21611, 20963,20979
19705, 19117,19118
11011, 10773,10774
20264, 19665,19719
18040, 17556,17792
17997, 17513,17514
11781, 11521,11522
15997, 15581,15585
20955, 20330,20332
15717, 15321,15322
19735, 19148,19295
21037, 20409,20456
14786, 14419,14420
21500, 20852,20853
16705, 16277,16278
21305, 20662,20663
13897, 13562,13563
19454, 18876,18877
19492, 18914,18915
12747, 12457,12458
11003, 10765,10766
20754, 20140,20141
18887, 18343,18344
20772, 20156,20218
14823, 14454,14479
19013, 18461,18463
17318, 16876,16877
17374, 16928,16929
18323, 17818,18634
15994, 15578,15579
13284, 12979,12980
18124, 17636,17637
21605, 20958,20959
15757, 15356,15376
14902, 14535,14536
14383, 14032,14427
18989, 18438,18439
21343, 20700,20701
17909, 17438,17439
13103, 12805,12806
20392, 19788,19789
13651, 13325,13326
20656, 20044,20045
13833, 13500,13501
15932, 15521,15555
16722, 16292,16293
16751, 16320,16321
19365, 18791,18792
21241, 20597,20598
21218, 20575,20576
19637, 19054,19055
14715, 14346,14347
21661, 21014,21015
16383, 15959,15960
14495, 14140,14146
18077, 17593,17594
20042, 19448,19449
16408, 15985,15986
17375, 16929,16930
17835, 17369,17370
18416, 17900,18073
20808, 20193,20194
19198, 18636,18731
19882, 19293,19304
12593, 12307,12308
16992, 16558,16559
15529, 15145,15323
21402, 20757,20758
18552, 18031,18032
18797, 18255,18267
18290, 17790,17791
16888, 16457,16458
15004, 14632,14633
19287, 18721,18725
14275, 13930,13931
17914, 17441,17442
11547, 11292,11293
18699, 18165,18249
15503, 15118,15119
12391, 12111,12112
18543, 18022,18023
16306, 15885,15886
19754, 19165,19166
16932, 16499,16611
20018, 19425,19426
19676, 19090,19126
14919, 14552,14553
19024, 18468,18470
18247, 17750,17949
15081, 14709,14710
17851, 17381,17466
20250, 19651,19652
20122, 19529,19530
15806, 15400,15401
21336, 20693,20694
11748, 11488,11489
17164, 16728,16729
19335, 18766,18801
17383, 16937,17388
16990, 16554,16555
14602, 14244,14305
13772, 13440,13441
15499, 15115,15282
11407, 11154,11155
19889, 19301,19302
19854, 19266,19267
16524, 16097,16098
17064, 16629,16630
11371, 11120,11121
15263, 14885,14886
17354, 16908,16975
20819, 20204,20205
18037, 17555,17556
18407, 17891,17928
11667, 11409,11410
15904, 15495,15496
11659, 11401,11402
16642, 16214,16492
15287, 14908,14909
18256, 17759,17760
21328, 20685,20686
16003, 15588,15589
15536, 15152,15153
21633, 20986,20987
21370, 20725,20726
12365, 12084,12238
19642, 19060,19061
18491, 17971,17972
19045, 18489,18490
13946, 13609,13610
13959, 13621,13622
20876, 20254,20255
19314, 18747,18748
11590, 11334,11335
14601, 14243,14244
20102, 19509,19510
21669, 21022,21023
21461, 20812,20813
14055, 13716,13717
20236, 19636,19862
13038, 12743,12744
14618, 14257,14258
18189, 17696,17727
14964, 14596,14597
12511, 12226,12227
15728, 15333,15334
16978, 16543,16544
16387, 15964,15965
16318, 15897,15898
16777, 16345,16346
21677, 21029,21046
15390, 15008,15009
21321, 20678,20679
14710, 14341,14342
13610, 13285,13286
17796, 17330,17331
21626, 20979,20980
16377, 15953,15954
18893, 18351,18352
20695, 20081,20082
18305, 17802,17810
13550, 13228,13229
16860, 16429,16430
17402, 16954,16967
12186, 11910,11911
13774, 13442,13443
19544, 18963,18964
19579, 18997,18998
11070, 10828,10829
21678, 21030,21031
21155, 20523,20525
16499, 16075,16076
15899, 15490,15491
20079, 19487,19488
11127, 10880,10881
17061, 16626,16627
18439, 17924,17925
17551, 17097,17098
20816, 20201,20202
19719, 19133,19134
16470, 16046,16047
16424, 16000,16075
21243, 20599,20600
21636, 20989,20990
15369, 14986,14999
13883, 13548,13549
21288, 20647,20784
17944, 17470,17471
11746, 11486,11487
12989, 12693,12694
11947, 11680,11681
21098, 20469,20470
18832, 18291,18292
15370, 14986,15000
17697, 17238,17344
18295, 17794,17795
19885, 19297,19298
13780, 13447,13448
21298, 20655,20656
17555, 17101,17102
20798, 20182,20183
13105, 12806,12903
17358, 16912,16913
17311, 16868,16869
19538, 18957,18958
11008, 10770,10771
17755, 17289,17290
11840, 11578,11579
12527, 12242,12244
12148, 11873,11879
20513, 19910,19911
19286, 18720,18721
12518, 12233,12234
16055, 15637,15638
18327, 17822,17823
11175, 10927,10928
12516, 12232,12233
21087, 20459,20496
14910, 14543,14544
13879, 13544,13545
21480, 20832,20833
11536, 11281,11282
12344, 12065,12070
14091, 13751,13752
20049, 19456,19457
18227, 17731,17768
11779, 11519,11520
20188, 19592,19593
19657, 19073,19074
16315, 15894,15895
16509, 16081,16082
19048, 18492,18497
14367, 14020,14021
20412, 19809,19810
15479, 15096,15097
16657, 16229,16230
14455, 14105,14106
17857, 17386,17387
20555, 19946,19947
19774, 19185,19186
14930, 14563,14564
12377, 12096,12097
18974, 18425,18426
20706, 20093,20094
17036, 16600,16601
19545, 18964,18965
15675, 15281,15282
15523, 15139,15140
18834, 18293,18294
17963, 17489,17490
13291, 12984,13196
18535, 18011,18019
12631, 12339,12784
15011, 14639,14640
17032, 16596,16597
14450, 14100,14101
11558, 11302,11303
12037, 11767,11768
17408, 16960,16961
16895, 16464,16465
19768, 19179,19180
20588, 19978,19979
14123, 13783,13784
19121, 18560,18561
12608, 12322,12323
16783, 16351,16352
20173, 19578,19579
20138, 19544,19545
11066, 10824,10825
21287, 20644,20646
21452, 20804,20820
16278, 15859,15864
12526, 12242,12243
18174, 17686,17687
14472, 14121,14122
16440, 16016,16017
13296, 12985,13233
17361, 16914,16955
15760, 15358,15359
12422, 12142,12143
13641, 13315,13316
11767, 11507,11508
11269, 11020,11021
17428, 16978,17068
11605, 11350,11351
17863, 17392,17393
15919, 15510,15631
15213, 14836,14837
21387, 20742,20743
12748, 12458,12459
17469, 17020,17021
19347, 18776,18777
19842, 19254,19255
17814, 17348,17349
12600, 12313,12314
15803, 15397,15398
11313, 11063,11156
19195, 18632,18633
20503, 19899,19900
19775, 19186,19187
18838, 18296,18297
15133, 14758,14759
20905, 20281,20282
20038, 19444,19445
14669, 14303,14304
21593, 20946,20947
18043, 17559,17639
15658, 15267,16090
19232, 18669,18714
15895, 15486,15487
15255, 14877,14881
17688, 17230,17231
14579, 14221,14222
21102, 20472,20497
15657, 15267,15366
16748, 16319,16320
18820, 18279,18281
18902, 18359,18360
17267, 16827,16828
11543, 11288,11289
15880, 15471,15472
18633, 18105,18106
11948, 11681,11682
20326, 19726,19727
18091, 17606,17607
18480, 17960,17985
13798, 13466,13467
16123, 15706,15707
19680, 19092,19093
18884, 18340,18341
20579, 19969,19970
17055, 16620,16621
16039, 15622,15623
12394, 12114,12115
21372, 20727,20728
11212, 10964,10965
21112, 20480,20527
19054, 18497,18499
21160, 20526,20620
12817, 12523,12524
14363, 14016,14017
18198, 17705,17706
12745, 12455,12456
18515, 17996,18166
17956, 17481,17483
18234, 17739,17740
14613, 14252,14253
20399, 19795,19796
21125, 20493,20494
20713, 20098,20461
13298, 12987,12988
19425, 18847,19003
16837, 16406,16407
18781, 18243,18244
19212, 18649,18650
17305, 16862,16863
20172, 19577,19578
18878, 18334,18335
18621, 18093,18120
19435, 18857,18860
19596, 19014,19015
17140, 16705,16788
17822, 17356,17357
16962, 16526,16527
18818, 18278,18279
11033, 10795,10812
13458, 13141,13142
13476, 13157,13409
11199, 10951,10952
19468, 18891,18892
11000, 10762,10763
17300, 16859,16870
13313, 13002,13003
19073, 18515,18516
17210, 16771,16772
21464, 20815,20816
13253, 12948,12949
11103, 10857,10858
20626, 20014,20015
14067, 13728,13729
14953, 14586,14587
19401, 18827,18828
19586, 19004,19221
11170, 10922,10923
20177, 19582,19583
13626, 13301,13302
20254, 19655,19656
21312, 20669,20670
13931, 13594,13595
12212, 11936,11937
20514, 19911,19912
19974, 19381,19382
18107, 17621,17622
21339, 20696,20697
21016, 20391,20457
20843, 20223,20229
21327, 20684,20685
15976, 15559,15560
13299, 12988,12989
18798, 18256,18257
17579, 17123,17124
19403, 18829,18866
19589, 19007,19019
11169, 10921,10922
18076, 17592,17593
17088, 16653,16654
13859, 13524,14031
10955, 10716,10717
19019, 18466,18467
19777, 19188,19189
18117, 17630,17632
21551, 20901,20902
13594, 13269,13270
19382, 18808,18809
20478, 19874,19875
18921, 18378,18433
16419, 15996,15997
17848, 17380,17491
21069, 20442,20443
10951, 10712,10713
21422, 20777,20778
21586, 20938,20939
15677, 15283,15309
15379, 14995,14996
11863, 11600,11601
21567, 20916,20917
13684, 13355,13455
16905, 16474,16475
14202, 13862,13863
20645, 20033,20034
14445, 14095,14096
10863, 10631,10632
10650, 10422,10426
19892, 19303,19317
18724, 18187,18277
16971, 16536,16537
21412, 20767,20768
21615, 20968,20969
19543, 18962,18963
13355, 13042,13043
20852, 20232,20267
17744, 17281,17309
15791, 15387,16363
11673, 11415,11416
18520, 18000,18001
19912, 19322,19323
11477, 11224,11225
19821, 19233,19234
11248, 10999,11000
21185, 20546,20564
18712, 18177,18269
17183, 16745,16746
13070, 12772,12773
19159, 18598,18599
19438, 18860,18916
15597, 15212,15213
14391, 14043,14044
14961, 14592,14593
16836, 16405,16406
15066, 14694,14695
18812, 18272,18273
11285, 11036,11037
20680, 20067,20068
10969, 10732,10832
17189, 16749,16750
15669, 15276,15294
20859, 20238,20239
16531, 16105,16106
15950, 15536,15537
10864, 10632,10633
13874, 13539,13540
18715, 18180,18226
19806, 19216,19217
16755, 16324,16325
17772, 17307,17308
14916, 14549,14550
16832, 16401,16402
20782, 20166,20167
12824, 12530,12531
16492, 16067,16068
13112, 12811,12837
13060, 12762,12763
13123, 12820,12821
17824, 17358,17359
17787, 17321,17322
15126, 14751,14752
16736, 16307,16308
17786, 17320,17321
20704, 20091,20096
21099, 20470,20471
19804, 19214,19215
20446, 19842,19908
19871, 19281,19282
16110, 15693,15694
11107, 10861,10862
21167, 20531,20533
13442, 13125,13126
20159, 19564,19565
14215, 13875,13876
11755, 11495,11496
12859, 12565,12566
12915, 12618,12619
20565, 19954,19955
19769, 19180,19181
17898, 17427,17428
20583, 19973,19974
20427, 19822,19844
20780, 20164,20235
19367, 18793,18905
18816, 18275,18411
21460, 20811,20812
16072, 15654,15655
11730, 11470,11471
12825, 12531,12532
17293, 16853,16858
20120, 19526,19527
18655, 18129,18238
17009, 16575,16576
12035, 11765,11766
14381, 14032,14035
17679, 17221,17222
16979, 16544,16545
17077, 16642,16643
21232, 20588,20589
14100, 13760,13761
12832, 12538,12539
15812, 15406,15407
12128, 11853,11854
19181, 18620,18622
13338, 13025,13026
21375, 20730,20731
21226, 20582,20775
19023, 18468,18469
11562, 11306,11307
11537, 11282,11283
19800, 19210,19211
19070, 18513,18664
18090, 17605,17621
17377, 16931,16932
20149, 19556,19597
12399, 12119,12120
14548, 14193,14194
11758, 11498,11499
16329, 15908,15909
18166, 17677,17678
17216, 16778,16779
20455, 19850,19851
17138, 16704,16705
14675, 14309,14310
21184, 20546,20547
18271, 17772,17773
16124, 15707,15708
19522, 18940,18941
17217, 16779,16780
19831, 19243,19244
10947, 10708,10721
14591, 14233,14234
13543, 13225,13393
17459, 17010,17011
17666, 17209,17210
17594, 17140,17141
13071, 12773,12774
17412, 16963,17560
20267, 19666,19915
19461, 18883,18884
20621, 20010,20011
20317, 19716,19717
11272, 11023,11024
16772, 16341,16364
13832, 13499,13500
17928, 17452,17478
15874, 15465,15466
17965, 17490,17491
13963, 13622,13623
13099, 12801,12802
21566, 20915,20916
21644, 20997,20998
13346, 13033,13034
18763, 18227,18230
18450, 17933,17936
20559, 19948,19949
13765, 13433,13434
14203, 13863,13864
21197, 20557,20558
15621, 15234,15235
13549, 13227,13369
20341, 19741,19742
18727, 18192,18193
19248, 18684,18685
13057, 12759,12760
16719, 16291,16296
14904, 14537,14538
18006, 17522,17523
15339, 14958,14959
14960, 14591,14592
19542, 18961,18962
12900, 12606,12607
19208, 18646,18647
21188, 20548,20549
18394, 17882,17883
15921, 15511,15512
16763, 16332,16333
13447, 13130,13131
13436, 13119,13121
18399, 17886,17931
14462, 14112,14113
20523, 19918,20103
16994, 16560,16689
15968, 15551,15552
20668, 20056,20057
13160, 12855,12856
12909, 12614,13125
21439, 20791,20968
18345, 17841,17842
20826, 20211,20224
19865, 19277,19589
17934, 17460,17461
13449, 13132,13133
20868, 20248,20249
17122, 16687,16688
16360, 15936,15937
17074, 16639,16640
14671, 14305,14306
15400, 15018,15019
20942, 20317,20318
13919, 13582,13691
20323, 19723,19724
12211, 11935,12081
18467, 17948,17949
12121, 11848,11878
19958, 19368,19374
17514, 17063,17248
14978, 14608,14609
17360, 16914,16916
18164, 17675,17676
13108, 12808,12809
19289, 18723,18724
20356, 19754,19755
19972, 19380,19382
19490, 18910,18911
14990, 14618,14619
20036, 19442,19443
16596, 16168,16169
17951, 17476,17477
11209, 10961,10962
15230, 14853,14854
17981, 17499,17623
18126, 17639,17640
19031, 18475,18476
18499, 17980,17981
20553, 19944,19945
14070, 13731,13732
19669, 19084,19132
19306, 18741,18742
17325, 16882,16895
19729, 19141,19142
13914, 13577,13633
17348, 16902,16953
18317, 17814,17816
20021, 19428,19429
20634, 20022,20023
10649, 10421,10422
14766, 14400,14599
20278, 19676,19677
14789, 14422,14423
13204, 12898,12899
15049, 14676,14677
20907, 20284,20318
18105, 17620,17704
20959, 20335,20344
16281, 15861,15862
21522, 20872,20873
19502, 18923,18924
15095, 14721,14722
11388, 11137,11138
17874, 17403,17404
11253, 11004,11005
16968, 16533,16534
15952, 15536,15944
15856, 15448,15449
17742, 17279,17280
13022, 12727,12728
20189, 19593,19594
18141, 17651,19058
19701, 19113,19114
11566, 11310,11311
11790, 11531,11532
21437, 20791,20798
12360, 12080,12094
14783, 14415,14455
16609, 16182,16183
19067, 18511,18512
20363, 19761,19762
10998, 10760,10761
19778, 19189,19190
19567, 18985,18986
12837, 12543,12544
11630, 11373,11374
19111, 18549,18550
14950, 14583,14584
21212, 20571,20572
17870, 17399,17400
13970, 13630,13631
19375, 18801,18811
18225, 17731,17732
21652, 21005,21006
18245, 17750,17754
19032, 18476,18477
18562, 18041,18043
19936, 19345,19346
14098, 13758,13759
16512, 16084,16085
20687, 20073,20074
17653, 17196,17197
14256, 13914,13915
17423, 16973,16999
20673, 20061,20062
12885, 12591,12592
18591, 18066,18067
20284, 19682,19683
19359, 18786,18787
17026, 16590,16591
18536, 18012,18013
18078, 17594,17595
19281, 18716,18730
11398, 11147,11352
15113, 14740,14741
16723, 16293,16294
11305, 11055,11056
18011, 17530,17531
16376, 15952,15953
21674, 21028,21037
11394, 11144,11145
20027, 19434,19454
11240, 10991,10992
14374, 14025,14026
13254, 12949,12950
13650, 13324,13325
12576, 12291,12321
14590, 14232,14233
18311, 17806,17807
18102, 17617,17618
17919, 17447,17454
15937, 15525,15533
12164, 11888,11889
16973, 16538,16539
12334, 12056,12057
15380, 14997,14998
12616, 12328,12329
15484, 15100,15101
17120, 16685,16686
12606, 12320,12338
17471, 17020,17125
20854, 20233,20346
11097, 10854,10856
13515, 13198,13199
16639, 16212,16213
20879, 20258,20259
19148, 18587,18606
15378, 14994,14995
15711, 15315,15316
14092, 13752,13753
20207, 19612,19613
11368, 11117,11118
18837, 18295,18296
12348, 12068,12069
16789, 16357,16358
13499, 13180,13181
13882, 13547,13548
18246, 17750,17755
18429, 17913,17914
21179, 20541,20542
17885, 17415,17546
16818, 16387,16388
15398, 15016,15017
18671, 18142,18143
20644, 20032,20033
11774, 11514,11515
20642, 20030,20031
19274, 18710,18733
21595, 20948,20949
18583, 18059,18085
20490, 19886,19887
17479, 17028,17029
21326, 20683,20684
20937, 20312,20313
15221, 14845,14846
15845, 15438,15439
19197, 18635,18668
16663, 16236,16237
11733, 11473,11474
16353, 15930,16077
17057, 16622,16623
14714, 14345,14346
16414, 15991,15992
18734, 18197,18415
19485, 18907,18908
15794, 15390,15391
17921, 17448,17450
14997, 14625,14626
13032, 12737,12738
20919, 20295,20362
12907, 12613,12614
15547, 15163,15164
17609, 17155,17156
15640, 15251,15252
20961, 20337,20338
15465, 15082,15244
17783, 17317,17318
12084, 11815,11816
12145, 11870,11871
20537, 19929,19933
19795, 19205,19206
19937, 19346,19347
12046, 11776,11777
18405, 17891,17892
13950, 13613,13614
21475, 20827,20828
19597, 19015,19016
18089, 17605,17612
16283, 15863,15864
17992, 17508,17521
13636, 13309,13310
18928, 18385,18386
14574, 14216,14442
17621, 17167,17168
12404, 12124,12125
13199, 12893,12894
17782, 17316,17409
19417, 18841,18842
19476, 18897,18898
20929, 20304,20305
13905, 13571,13575
15145, 14769,14770
16750, 16319,16561
19894, 19306,19307
18761, 18225,18226
21215, 20572,20573
19515, 18934,18967
15389, 15007,15008
12644, 12354,12355
14720, 14351,14352
16472, 16048,16049
20670, 20058,20059
18103, 17618,17619
15539, 15155,15156
14934, 14567,14568
13534, 13216,13217
18662, 18135,18136
11014, 10776,10777
21126, 20493,20637
11867, 11604,11605
15682, 15289,15290
18982, 18432,18434
14835, 14466,14467
17552, 17098,17099
17752, 17285,17286
16299, 15878,15879
14976, 14606,14607
15082, 14710,14711
14255, 13913,13914
10862, 10630,10631
18970, 18421,18437
14338, 13990,13991
20978, 20353,20354
13533, 13215,13216
19505, 18926,18927
17927, 17451,17482
18585, 18061,18062
13256, 12951,12952
16399, 15976,15977
19812, 19223,19224
20087, 19495,19496
20896, 20275,20276
13047, 12749,12750
12356, 12076,12077
16474, 16050,16051
21691, 21044,21047
20610, 19999,20000
15714, 15318,15319
19902, 19314,19315
13145, 12841,12879
18684, 18152,18198
18319, 17815,17816
19504, 18925,18926
17437, 16987,16988
21520, 20870,20871
13619, 13294,13295
13069, 12771,12772
16334, 15913,16100
21035, 20408,20409
20263, 19665,19709
14243, 13901,13902
20101, 19508,19509
14340, 13992,13993
19541, 18960,18961
17031, 16595,16596
14698, 14328,14387
11109, 10861,11782
12389, 12109,12110
11546, 11291,11292
16839, 16408,16409
13043, 12747,12748
17338, 16895,16954
16788, 16356,16357
15691, 15297,15298
13733, 13403,13404
20285, 19684,19685
19140, 18580,18581
11266, 11017,11018
17211, 16772,16773
14802, 14435,14436
15373, 14989,14990
11889, 11624,11625
20700, 20086,20087
18762, 18225,18227
14986, 14614,14615
13551, 13229,13230
19756, 19167,19168
11174, 10926,10927
13479, 13160,13161
13789, 13457,13458
18149, 17660,17750
17520, 17068,17069
18181, 17691,17811
14354, 14007,14008
11725, 11465,11466
21253, 20610,20611
15069, 14697,14698
20007, 19414,19458
12810, 12517,12518
13492, 13173,13174
13861, 13526,13527
20497, 19893,19894
16096, 15677,15678
15146, 14770,14771
13242, 12936,12937
14277, 13932,13954
16426, 16002,16003
17105, 16670,16671
19617, 19035,19036
13411, 13099,13100
18516, 17996,18192
14703, 14334,14335
14596, 14238,14239
14991, 14619,14620
20643, 20031,20032
11722, 11462,11463
16967, 16532,16533
21153, 20521,20522
19740, 19153,19154
15365, 14983,14984
14480, 14130,14131
19293, 18726,18735
20043, 19449,19450
19304, 18738,18739
15842, 15434,15590
17058, 16623,16624
19591, 19009,19010
14992, 14620,14621
13203, 12897,12898
19751, 19162,19163
11031, 10793,10794
18926, 18383,18384
14550, 14195,14196
15013, 14641,14642
21510, 20861,20874
12095, 11826,11827
16611, 16183,16184
17501, 17050,17051
18713, 18178,18179
14366, 14019,14020
18395, 17883,17884
21684, 21037,21038
14460, 14110,14111
11539, 11284,11285
13652, 13326,13333
19244, 18680,18690
18999, 18448,18458
13819, 13487,13488
21645, 20998,20999
17201, 16762,16763
17495, 17044,17045
17762, 17296,17297
19082, 18523,18524
13920, 13584,13585
21038, 20410,20411
11822, 11559,11572
19950, 19359,19360
16125, 15708,15709
16679, 16252,16253
12217, 11939,11940
15489, 15105,15106
16868, 16437,16438
20075, 19483,19484
19571, 18989,18990
15863, 15455,15456
19180, 18620,18621
17704, 17244,17245
14942, 14574,14575
18627, 18098,18099
17187, 16747,17006
14685, 14318,14321
18986, 18436,18579
18853, 18309,18444
17427, 16978,16979
17362, 16914,17061
16651, 16223,16224
13462, 13145,13146
21114, 20481,20482
17353, 16907,16908
15898, 15489,15490
17178, 16741,16746
18418, 17902,17903
18387, 17874,17890
16555, 16130,16131
18679, 18148,18149
20969, 20345,20348
15913, 15504,15505
21433, 20788,20790
11511, 11256,11257
17444, 16994,16995
14105, 13765,13766
19177, 18616,18617
16897, 16466,16467
12918, 12621,12622
21588, 20940,20941
12045, 11775,11776
15561, 15178,15179
20206, 19610,19611
21425, 20780,20781
16403, 15980,15981
15762, 15360,15361
15770, 15368,15520
17302, 16859,17003
18293, 17792,17793
17761, 17295,17296
20989, 20363,20676
18741, 18205,18206
13024, 12729,12730
17756, 17290,17291
14444, 14094,14095
16855, 16424,16425
20568, 19957,19958
14421, 14072,14073
15577, 15194,15195
19260, 18698,18699
13813, 13481,13482
14101, 13761,13762
18046, 17562,17563
21178, 20538,20540
21603, 20956,20957
11121, 10873,10874
13232, 12925,12926
15494, 15110,15111
15216, 14839,14840
19206, 18644,18645
13770, 13438,13439
13511, 13193,13194
17577, 17121,17122
13053, 12755,12756
19835, 19247,19248
15060, 14687,14688
16322, 15901,15902
20850, 20230,20231
13553, 13232,13317
19126, 18565,18566
16338, 15917,16101
19650, 19068,19069
20954, 20330,20331
17843, 17377,17379
15077, 14705,14706
21484, 20836,20837
16706, 16278,16279
19790, 19201,19202
21625, 20977,20978
15790, 15387,15658
13152, 12847,12848
20655, 20043,20044
19501, 18921,18930
18251, 17754,17762
13107, 12807,12808
15181, 14804,14805
14807, 14440,14441
20437, 19832,19833
17917, 17445,17446
16068, 15650,15651
19249, 18684,18689
15545, 15161,15162
18421, 17905,17906
20467, 19863,19864
16948, 16512,16513
19389, 18816,18827
11172, 10924,10925
13795, 13463,13464
16813, 16382,16383
13250, 12945,12946
11778, 11518,11519
16959, 16523,16524
13076, 12780,12781
17089, 16654,16655
18444, 17928,17956
20920, 20295,20398
13454, 13137,13138
20290, 19689,19690
12079, 11810,11811
11522, 11267,11268
19941, 19350,19351
18160, 17671,17672
19733, 19145,19146
17085, 16650,16651
11705, 11445,11446
19783, 19194,19195
17191, 16752,16753
19063, 18506,18507
14370, 14021,14692
12928, 12631,12632
18915, 18372,18373
17793, 17327,17328
19325, 18756,18757
15700, 15307,15308
18777, 18239,18240
15246, 14870,14871
21621, 20974,21040
14221, 13881,13882
17339, 16896,16897
11205, 10957,10958
18988, 18437,18469
18448, 17932,17986
11686, 11427,11428
18158, 17669,17670
19092, 18532,18533
14888, 14521,14522
21324, 20681,20682
21023, 20396,20397
18775, 18237,18301
17271, 16831,16832
17628, 17172,17173
15182, 14805,14806
17261, 16821,16822
21585, 20937,20938
14722, 14353,14354
14385, 14036,14037
19809, 19219,19220
14273, 13928,14007
20167, 19572,19573
17230, 16791,16793
11067, 10825,10826
12017, 11749,11750
17887, 17417,17418
11938, 11672,11673
15883, 15474,15475
11644, 11385,11386
15078, 14706,14707
12866, 12572,12573
15973, 15556,15557
16929, 16495,16496
11013, 10775,10776
21665, 21018,21019
16443, 16019,16020
18509, 17989,18130
15628, 15240,15241
20851, 20231,20240
17714, 17253,17254
15522, 15138,15139
17158, 16721,16722
17165, 16729,16730
20783, 20167,20168
19602, 19021,19022
18349, 17846,17847
16871, 16440,16441
19333, 18763,18764
19736, 19149,19150
20176, 19581,19582
14300, 13953,13954
16393, 15970,15971
12038, 11768,11769
20962, 20339,20340
14068, 13729,13730
19742, 19155,19156
20958, 20334,20335
11619, 11361,11362
15784, 15382,15383
13080, 12783,12784
12083, 11814,11815
16938, 16503,16504
18161, 17672,17673
11638, 11381,11382
16028, 15611,15612
21553, 20903,20904
14676, 14310,14311
10732, 10502,10503
15878, 15469,15470
16876, 16445,16446
18131, 17643,17691
20056, 19464,19465
19363, 18788,18940
18396, 17884,17885
19334, 18764,18765
12196, 11920,11921
20837, 20218,20221
16364, 15940,15941
